DEPTH,GR,RT.OHMM,RXO.OHMM,TVD,TVDSS
749.046,-999.25,-999.25,-999.25,748.0074,728.6874
749.1984,-999.25,-999.25,-999.25,748.1598,728.8398
749.3508,-999.25,-999.25,-999.25,748.3122,728.9922
749.5032,-999.25,-999.25,-999.25,748.4646,729.1446
749.6556,-999.25,-999.25,-999.25,748.617,729.297
749.808,-999.25,-999.25,-999.25,748.7694,729.4494
749.9604,-999.25,-999.25,-999.25,748.9218,729.6018
750.1128,-999.25,-999.25,-999.25,749.0742,729.7542
750.2652,-999.25,-999.25,-999.25,749.2266,729.9066
750.4176,-999.25,-999.25,-999.25,749.379,730.059
750.57,-999.25,-999.25,-999.25,749.5314,730.2114
750.7224,-999.25,-999.25,-999.25,749.6838,730.3638
750.8748,-999.25,-999.25,-999.25,749.8362,730.5162
751.0272,-999.25,-999.25,-999.25,749.9886,730.6686
751.1796,-999.25,-999.25,-999.25,750.141,730.821
751.332,-999.25,-999.25,-999.25,750.2934,730.9734
751.4844,-999.25,-999.25,-999.25,750.4458,731.1258
751.6368,-999.25,-999.25,-999.25,750.5982,731.2782
751.7892,-999.25,-999.25,-999.25,750.7506,731.4306
751.9416,-999.25,-999.25,-999.25,750.903,731.583
752.094,-999.25,-999.25,-999.25,751.0554,731.7354
752.2464,-999.25,-999.25,-999.25,751.2078,731.8878
752.3988,-999.25,-999.25,-999.25,751.3602,732.0402
752.5512,-999.25,-999.25,-999.25,751.5126,732.1926
752.7036,-999.25,-999.25,-999.25,751.665,732.345
752.856,-999.25,-999.25,-999.25,751.8174,732.4974
753.0084,-999.25,-999.25,-999.25,751.9698,732.6498
753.1608,-999.25,-999.25,-999.25,752.1222,732.8022
753.3132,-999.25,-999.25,-999.25,752.2746,732.9546
753.4656,-999.25,-999.25,-999.25,752.427,733.107
753.618,-999.25,-999.25,-999.25,752.5794,733.2594
753.7704,-999.25,-999.25,-999.25,752.7318,733.4118
753.9228,-999.25,-999.25,-999.25,752.8842,733.5642
754.0752,-999.25,-999.25,-999.25,753.0366,733.7166
754.2276,-999.25,-999.25,-999.25,753.189,733.869
754.38,-999.25,-999.25,-999.25,753.3414,734.0214
754.5324,-999.25,-999.25,-999.25,753.4938,734.1738
754.6848,-999.25,-999.25,-999.25,753.6462,734.3262
754.8372,-999.25,-999.25,-999.25,753.7986,734.4786
754.9896,-999.25,-999.25,-999.25,753.951,734.631
755.142,-999.25,-999.25,-999.25,754.1034,734.7834
755.2944,-999.25,-999.25,-999.25,754.2558,734.9358
755.4468,-999.25,-999.25,-999.25,754.4082,735.0882
755.5992,-999.25,-999.25,-999.25,754.5606,735.2406
755.7516,-999.25,-999.25,-999.25,754.713,735.393
755.904,-999.25,-999.25,-999.25,754.8654,735.5454
756.0564,-999.25,-999.25,-999.25,755.0178,735.6978
756.2088,-999.25,-999.25,-999.25,755.1702,735.8502
756.3612,-999.25,-999.25,-999.25,755.3226,736.0026
756.5136,-999.25,-999.25,-999.25,755.475,736.155
756.666,-999.25,-999.25,-999.25,755.6274,736.3074
756.8184,-999.25,-999.25,-999.25,755.7798,736.4598
756.9708,-999.25,-999.25,-999.25,755.9322,736.6122
757.1232,-999.25,-999.25,-999.25,756.0846,736.7646
757.2756,-999.25,-999.25,-999.25,756.237,736.917
757.428,-999.25,-999.25,-999.25,756.3894,737.0694
757.5804,-999.25,-999.25,-999.25,756.5418,737.2218
757.7328,-999.25,-999.25,-999.25,756.6942,737.3742
757.8852,-999.25,-999.25,-999.25,756.8466,737.5266
758.0376,-999.25,-999.25,-999.25,756.999,737.679
758.19,-999.25,-999.25,-999.25,757.1514,737.8314
758.3424,-999.25,-999.25,-999.25,757.3038,737.9838
758.4948,-999.25,-999.25,-999.25,757.4562,738.1362
758.6472,-999.25,-999.25,-999.25,757.6086,738.2886
758.7996,-999.25,-999.25,-999.25,757.761,738.441
758.952,-999.25,-999.25,-999.25,757.9134,738.5934
759.1044,-999.25,-999.25,-999.25,758.0658,738.7458
759.2568,-999.25,-999.25,-999.25,758.2182,738.8982
759.4092,-999.25,-999.25,-999.25,758.3706,739.0506
759.5616,-999.25,-999.25,-999.25,758.523,739.203
759.714,-999.25,-999.25,-999.25,758.6754,739.3554
759.8664,-999.25,-999.25,-999.25,758.8278,739.5078
760.0188,-999.25,-999.25,-999.25,758.9802,739.6602
760.1712,-999.25,-999.25,-999.25,759.1326,739.8126
760.3236,-999.25,-999.25,-999.25,759.285,739.965
760.476,-999.25,-999.25,-999.25,759.4374,740.1174
760.6284,-999.25,-999.25,-999.25,759.5898,740.2698
760.7808,-999.25,-999.25,-999.25,759.7422,740.4222
760.9332,-999.25,-999.25,-999.25,759.8946,740.5746
761.0856,-999.25,-999.25,-999.25,760.047,740.727
761.238,-999.25,-999.25,-999.25,760.1994,740.8794
761.3904,-999.25,-999.25,-999.25,760.3518,741.0318
761.5428,-999.25,-999.25,-999.25,760.5042,741.1842
761.6952,-999.25,-999.25,-999.25,760.6566,741.3366
761.8476,-999.25,-999.25,-999.25,760.809,741.489
762,-999.25,-999.25,-999.25,760.9614,741.6414
762.1524,-999.25,-999.25,-999.25,761.1138,741.7938
762.3048,-999.25,-999.25,-999.25,761.2662,741.9462
762.4572,-999.25,-999.25,-999.25,761.4186,742.0986
762.6096,-999.25,-999.25,-999.25,761.571,742.251
762.762,-999.25,-999.25,-999.25,761.7234,742.4034
762.9144,-999.25,-999.25,-999.25,761.8758,742.5558
763.0668,-999.25,-999.25,-999.25,762.0282,742.7082
763.2192,-999.25,-999.25,-999.25,762.1806,742.8606
763.3716,-999.25,-999.25,-999.25,762.333,743.013
763.524,-999.25,-999.25,-999.25,762.4854,743.1654
763.6764,-999.25,-999.25,-999.25,762.6378,743.3178
763.8288,-999.25,-999.25,-999.25,762.7902,743.4702
763.9812,-999.25,-999.25,-999.25,762.9426,743.6226
764.1336,-999.25,-999.25,-999.25,763.095,743.775
764.286,-999.25,-999.25,-999.25,763.2474,743.9274
764.4384,-999.25,-999.25,-999.25,763.3998,744.0798
764.5908,-999.25,-999.25,-999.25,763.5522,744.2322
764.7432,-999.25,-999.25,-999.25,763.7046,744.3846
764.8956,-999.25,-999.25,-999.25,763.857,744.537
765.048,-999.25,-999.25,-999.25,764.0094,744.6894
765.2004,-999.25,-999.25,-999.25,764.1618,744.8418
765.3528,-999.25,-999.25,-999.25,764.3142,744.9942
765.5052,-999.25,-999.25,-999.25,764.4666,745.1466
765.6576,-999.25,-999.25,-999.25,764.619,745.299
765.81,-999.25,-999.25,-999.25,764.7714,745.4514
765.9624,-999.25,-999.25,-999.25,764.9238,745.6038
766.1148,-999.25,-999.25,-999.25,765.0762,745.7562
766.2672,-999.25,-999.25,-999.25,765.2286,745.9086
766.4196,-999.25,-999.25,-999.25,765.381,746.061
766.572,-999.25,-999.25,-999.25,765.5334,746.2134
766.7244,-999.25,-999.25,-999.25,765.6858,746.3658
766.8768,-999.25,-999.25,-999.25,765.8382,746.5182
767.0292,-999.25,-999.25,-999.25,765.9906,746.6706
767.1816,-999.25,-999.25,-999.25,766.143,746.823
767.334,-999.25,-999.25,-999.25,766.2954,746.9754
767.4864,-999.25,-999.25,-999.25,766.4478,747.1278
767.6388,-999.25,-999.25,-999.25,766.6002,747.2802
767.7912,-999.25,-999.25,-999.25,766.7526,747.4326
767.9436,-999.25,-999.25,-999.25,766.905,747.585
768.096,-999.25,-999.25,-999.25,767.0574,747.7374
768.2484,-999.25,-999.25,-999.25,767.2098,747.8898
768.4008,-999.25,-999.25,-999.25,767.3622,748.0422
768.5532,-999.25,-999.25,-999.25,767.5146,748.1946
768.7056,-999.25,-999.25,-999.25,767.667,748.347
768.858,-999.25,-999.25,-999.25,767.8194,748.4994
769.0104,-999.25,-999.25,-999.25,767.9718,748.6518
769.1628,-999.25,-999.25,-999.25,768.1242,748.8042
769.3152,-999.25,-999.25,-999.25,768.2766,748.9566
769.4676,-999.25,-999.25,-999.25,768.429,749.109
769.62,-999.25,-999.25,-999.25,768.5814,749.2614
769.7724,-999.25,-999.25,-999.25,768.7338,749.4138
769.9248,-999.25,-999.25,-999.25,768.8862,749.5662
770.0772,-999.25,-999.25,-999.25,769.0386,749.7186
770.2296,-999.25,-999.25,-999.25,769.191,749.871
770.382,-999.25,-999.25,-999.25,769.3434,750.0234
770.5344,-999.25,-999.25,-999.25,769.4958,750.1758
770.6868,-999.25,-999.25,-999.25,769.6482,750.3282
770.8392,-999.25,-999.25,-999.25,769.8006,750.4806
770.9916,-999.25,-999.25,-999.25,769.953,750.633
771.144,-999.25,-999.25,-999.25,770.1054,750.7854
771.2964,-999.25,-999.25,-999.25,770.2578,750.9378
771.4488,-999.25,-999.25,-999.25,770.4102,751.0902
771.6012,-999.25,-999.25,-999.25,770.5626,751.2426
771.7536,-999.25,-999.25,-999.25,770.715,751.395
771.906,-999.25,-999.25,-999.25,770.8674,751.5474
772.0584,-999.25,-999.25,-999.25,771.0198,751.6998
772.2108,-999.25,-999.25,-999.25,771.1722,751.8522
772.3632,-999.25,-999.25,-999.25,771.3246,752.0046
772.5156,-999.25,-999.25,-999.25,771.477,752.157
772.668,-999.25,-999.25,-999.25,771.6294,752.3094
772.8204,-999.25,-999.25,-999.25,771.7818,752.4618
772.9728,-999.25,-999.25,-999.25,771.9342,752.6142
773.1252,-999.25,-999.25,-999.25,772.0866,752.7666
773.2776,-999.25,-999.25,-999.25,772.239,752.919
773.43,-999.25,-999.25,-999.25,772.3914,753.0714
773.5824,-999.25,-999.25,-999.25,772.5438,753.2238
773.7348,-999.25,-999.25,-999.25,772.6962,753.3762
773.8872,-999.25,-999.25,-999.25,772.8486,753.5286
774.0396,-999.25,-999.25,-999.25,773.001,753.681
774.192,-999.25,-999.25,-999.25,773.1534,753.8334
774.3444,-999.25,-999.25,-999.25,773.3058,753.9858
774.4968,-999.25,-999.25,-999.25,773.4582,754.1382
774.6492,-999.25,-999.25,-999.25,773.6106,754.2906
774.8016,-999.25,-999.25,-999.25,773.763,754.443
774.954,-999.25,-999.25,-999.25,773.9154,754.5954
775.1064,-999.25,-999.25,-999.25,774.0678,754.7478
775.2588,-999.25,-999.25,-999.25,774.2202,754.9002
775.4112,-999.25,-999.25,-999.25,774.3726,755.0526
775.5636,-999.25,-999.25,-999.25,774.525,755.205
775.716,-999.25,-999.25,-999.25,774.6774,755.3574
775.8684,-999.25,-999.25,-999.25,774.8298,755.5098
776.0208,-999.25,-999.25,-999.25,774.9822,755.6622
776.1732,-999.25,-999.25,-999.25,775.1346,755.8146
776.3256,-999.25,-999.25,-999.25,775.287,755.967
776.478,-999.25,-999.25,-999.25,775.4394,756.1194
776.6304,-999.25,-999.25,-999.25,775.5918,756.2718
776.7828,-999.25,-999.25,-999.25,775.7442,756.4242
776.9352,-999.25,-999.25,-999.25,775.8966,756.5766
777.0876,-999.25,-999.25,-999.25,776.049,756.729
777.24,-999.25,-999.25,-999.25,776.2014,756.8814
777.3924,-999.25,-999.25,-999.25,776.3538,757.0338
777.5448,-999.25,-999.25,-999.25,776.5062,757.1862
777.6972,-999.25,-999.25,-999.25,776.6586,757.3386
777.8496,-999.25,-999.25,-999.25,776.811,757.491
778.002,-999.25,-999.25,-999.25,776.9634,757.6434
778.1544,-999.25,-999.25,-999.25,777.1158,757.7958
778.3068,-999.25,-999.25,-999.25,777.2682,757.9482
778.4592,-999.25,-999.25,-999.25,777.4206,758.1006
778.6116,-999.25,-999.25,-999.25,777.573,758.253
778.764,-999.25,-999.25,-999.25,777.7254,758.4054
778.9164,-999.25,-999.25,-999.25,777.8778,758.5578
779.0688,-999.25,-999.25,-999.25,778.0302,758.7102
779.2212,-999.25,-999.25,-999.25,778.1826,758.8626
779.3736,-999.25,-999.25,-999.25,778.335,759.015
779.526,-999.25,-999.25,-999.25,778.4874,759.1674
779.6784,-999.25,-999.25,-999.25,778.6398,759.3198
779.8308,-999.25,-999.25,-999.25,778.7922,759.4722
779.9832,-999.25,-999.25,-999.25,778.9446,759.6246
780.1356,-999.25,-999.25,-999.25,779.097,759.777
780.288,-999.25,-999.25,-999.25,779.2494,759.9294
780.4404,-999.25,-999.25,-999.25,779.4018,760.0818
780.5928,-999.25,-999.25,-999.25,779.5542,760.2342
780.7452,-999.25,-999.25,-999.25,779.7066,760.3866
780.8976,-999.25,-999.25,-999.25,779.859,760.539
781.05,-999.25,-999.25,-999.25,780.0114,760.6914
781.2024,-999.25,-999.25,-999.25,780.1638,760.8438
781.3548,-999.25,-999.25,-999.25,780.3162,760.9962
781.5072,-999.25,-999.25,-999.25,780.4686,761.1486
781.6596,-999.25,-999.25,-999.25,780.621,761.301
781.812,-999.25,-999.25,-999.25,780.7734,761.4534
781.9644,-999.25,-999.25,-999.25,780.9258,761.6058
782.1168,-999.25,-999.25,-999.25,781.0782,761.7582
782.2692,-999.25,-999.25,-999.25,781.2306,761.9106
782.4216,-999.25,-999.25,-999.25,781.383,762.063
782.574,-999.25,-999.25,-999.25,781.5354,762.2154
782.7264,-999.25,-999.25,-999.25,781.6878,762.3678
782.8788,-999.25,-999.25,-999.25,781.8402,762.5202
783.0312,-999.25,-999.25,-999.25,781.9926,762.6726
783.1836,-999.25,-999.25,-999.25,782.145,762.825
783.336,-999.25,-999.25,-999.25,782.2974,762.9774
783.4884,-999.25,-999.25,-999.25,782.4498,763.1298
783.6408,-999.25,-999.25,-999.25,782.6022,763.2822
783.7932,-999.25,-999.25,-999.25,782.7546,763.4346
783.9456,-999.25,-999.25,-999.25,782.907,763.587
784.098,-999.25,-999.25,-999.25,783.0594,763.7394
784.2504,-999.25,-999.25,-999.25,783.2118,763.8918
784.4028,-999.25,-999.25,-999.25,783.3642,764.0442
784.5552,-999.25,-999.25,-999.25,783.5166,764.1966
784.7076,-999.25,-999.25,-999.25,783.669,764.349
784.86,-999.25,-999.25,-999.25,783.8214,764.5014
785.0124,-999.25,-999.25,-999.25,783.9738,764.6538
785.1648,-999.25,-999.25,-999.25,784.1262,764.8062
785.3172,-999.25,-999.25,-999.25,784.2786,764.9586
785.4696,-999.25,-999.25,-999.25,784.431,765.111
785.622,-999.25,-999.25,-999.25,784.5834,765.2634
785.7744,-999.25,-999.25,-999.25,784.7358,765.4158
785.9268,-999.25,-999.25,-999.25,784.8882,765.5682
786.0792,-999.25,-999.25,-999.25,785.0406,765.7206
786.2316,-999.25,-999.25,-999.25,785.193,765.873
786.384,-999.25,-999.25,-999.25,785.3454,766.0254
786.5364,-999.25,-999.25,-999.25,785.4978,766.1778
786.6888,-999.25,-999.25,-999.25,785.6502,766.3302
786.8412,-999.25,-999.25,-999.25,785.8026,766.4826
786.9936,-999.25,-999.25,-999.25,785.955,766.635
787.146,-999.25,-999.25,-999.25,786.1074,766.7874
787.2984,-999.25,-999.25,-999.25,786.2598,766.9398
787.4508,-999.25,-999.25,-999.25,786.4122,767.0922
787.6032,-999.25,-999.25,-999.25,786.5646,767.2446
787.7556,-999.25,-999.25,-999.25,786.717,767.397
787.908,-999.25,-999.25,-999.25,786.8694,767.5494
788.0604,-999.25,-999.25,-999.25,787.0218,767.7018
788.2128,-999.25,-999.25,-999.25,787.1742,767.8542
788.3652,-999.25,-999.25,-999.25,787.3266,768.0066
788.5176,-999.25,-999.25,-999.25,787.479,768.159
788.67,-999.25,-999.25,-999.25,787.6314,768.3114
788.8224,-999.25,-999.25,-999.25,787.7838,768.4638
788.9748,-999.25,-999.25,-999.25,787.9362,768.6162
789.1272,-999.25,-999.25,-999.25,788.0886,768.7686
789.2796,-999.25,-999.25,-999.25,788.241,768.921
789.432,-999.25,-999.25,-999.25,788.3934,769.0734
789.5844,-999.25,-999.25,-999.25,788.5458,769.2258
789.7368,-999.25,-999.25,-999.25,788.6982,769.3782
789.8892,-999.25,-999.25,-999.25,788.8506,769.5306
790.0416,-999.25,-999.25,-999.25,789.003,769.683
790.194,-999.25,-999.25,-999.25,789.1554,769.8354
790.3464,-999.25,-999.25,-999.25,789.3078,769.9878
790.4988,-999.25,-999.25,-999.25,789.4602,770.1402
790.6512,-999.25,-999.25,-999.25,789.6126,770.2926
790.8036,-999.25,-999.25,-999.25,789.765,770.445
790.956,-999.25,-999.25,-999.25,789.9174,770.5974
791.1084,-999.25,-999.25,-999.25,790.0698,770.7498
791.2608,-999.25,-999.25,-999.25,790.2222,770.9022
791.4132,-999.25,-999.25,-999.25,790.3746,771.0546
791.5656,-999.25,-999.25,-999.25,790.527,771.207
791.718,-999.25,-999.25,-999.25,790.6794,771.3594
791.8704,-999.25,-999.25,-999.25,790.8318,771.5118
792.0228,-999.25,-999.25,-999.25,790.9842,771.6642
792.1752,-999.25,-999.25,-999.25,791.1366,771.8166
792.3276,-999.25,-999.25,-999.25,791.289,771.969
792.48,-999.25,-999.25,-999.25,791.4414,772.1214
792.6324,-999.25,-999.25,-999.25,791.5938,772.2738
792.7848,-999.25,-999.25,-999.25,791.7462,772.4262
792.9372,-999.25,-999.25,-999.25,791.8986,772.5786
793.0896,-999.25,-999.25,-999.25,792.051,772.731
793.242,-999.25,-999.25,-999.25,792.2034,772.8834
793.3944,-999.25,-999.25,-999.25,792.3558,773.0358
793.5468,-999.25,-999.25,-999.25,792.5082,773.1882
793.6992,-999.25,-999.25,-999.25,792.6606,773.3406
793.8516,-999.25,-999.25,-999.25,792.813,773.493
794.004,-999.25,-999.25,-999.25,792.9654,773.6454
794.1564,-999.25,-999.25,-999.25,793.1178,773.7978
794.3088,-999.25,-999.25,-999.25,793.2702,773.9502
794.4612,-999.25,-999.25,-999.25,793.4226,774.1026
794.6136,-999.25,-999.25,-999.25,793.575,774.255
794.766,-999.25,-999.25,-999.25,793.7274,774.4074
794.9184,-999.25,-999.25,-999.25,793.8798,774.5598
795.0708,-999.25,-999.25,-999.25,794.0322,774.7122
795.2232,-999.25,-999.25,-999.25,794.1846,774.8646
795.3756,-999.25,-999.25,-999.25,794.337,775.017
795.528,-999.25,-999.25,-999.25,794.4894,775.1694
795.6804,-999.25,-999.25,-999.25,794.6418,775.3218
795.8328,-999.25,-999.25,-999.25,794.7942,775.4742
795.9852,-999.25,-999.25,-999.25,794.9466,775.6266
796.1376,-999.25,-999.25,-999.25,795.099,775.779
796.29,-999.25,-999.25,-999.25,795.2514,775.9314
796.4424,-999.25,-999.25,-999.25,795.4038,776.0838
796.5948,-999.25,-999.25,-999.25,795.5562,776.2362
796.7472,-999.25,-999.25,-999.25,795.7086,776.3886
796.8996,-999.25,-999.25,-999.25,795.861,776.541
797.052,-999.25,-999.25,-999.25,796.0134,776.6934
797.2044,-999.25,-999.25,-999.25,796.1658,776.8458
797.3568,-999.25,-999.25,-999.25,796.3182,776.9982
797.5092,-999.25,-999.25,-999.25,796.4706,777.1506
797.6616,-999.25,-999.25,-999.25,796.623,777.303
797.814,-999.25,-999.25,-999.25,796.7754,777.4554
797.9664,-999.25,-999.25,-999.25,796.9278,777.6078
798.1188,-999.25,-999.25,-999.25,797.0802,777.7602
798.2712,-999.25,-999.25,-999.25,797.2326,777.9126
798.4236,-999.25,-999.25,-999.25,797.385,778.065
798.576,-999.25,-999.25,-999.25,797.5374,778.2174
798.7284,-999.25,-999.25,-999.25,797.6898,778.3698
798.8808,-999.25,-999.25,-999.25,797.8422,778.5222
799.0332,-999.25,-999.25,-999.25,797.9946,778.6746
799.1856,-999.25,-999.25,-999.25,798.147,778.827
799.338,-999.25,-999.25,-999.25,798.2994,778.9794
799.4904,-999.25,-999.25,-999.25,798.4518,779.1318
799.6428,-999.25,-999.25,-999.25,798.6042,779.2842
799.7952,-999.25,-999.25,-999.25,798.7566,779.4366
799.9476,-999.25,-999.25,-999.25,798.909,779.589
800.1,-999.25,-999.25,-999.25,799.0614,779.7414
800.2524,-999.25,-999.25,-999.25,799.2138,779.8938
800.4048,-999.25,-999.25,-999.25,799.3662,780.0462
800.5572,-999.25,-999.25,-999.25,799.5186,780.1986
800.7096,-999.25,-999.25,-999.25,799.671,780.351
800.862,-999.25,-999.25,-999.25,799.8234,780.5034
801.0144,-999.25,-999.25,-999.25,799.9758,780.6558
801.1668,-999.25,-999.25,-999.25,800.1282,780.8082
801.3192,-999.25,-999.25,-999.25,800.2806,780.9606
801.4716,-999.25,-999.25,-999.25,800.433,781.113
801.624,-999.25,-999.25,-999.25,800.5854,781.2654
801.7764,-999.25,-999.25,-999.25,800.7378,781.4178
801.9288,-999.25,-999.25,-999.25,800.8902,781.5702
802.0812,-999.25,-999.25,-999.25,801.0426,781.7226
802.2336,-999.25,-999.25,-999.25,801.195,781.875
802.386,-999.25,-999.25,-999.25,801.3474,782.0274
802.5384,-999.25,-999.25,-999.25,801.4998,782.1798
802.6908,-999.25,-999.25,-999.25,801.6522,782.3322
802.8432,-999.25,-999.25,-999.25,801.8046,782.4846
802.9956,-999.25,-999.25,-999.25,801.957,782.637
803.148,-999.25,-999.25,-999.25,802.1094,782.7894
803.3004,-999.25,-999.25,-999.25,802.2618,782.9418
803.4528,-999.25,-999.25,-999.25,802.4142,783.0942
803.6052,-999.25,-999.25,-999.25,802.5666,783.2466
803.7576,-999.25,-999.25,-999.25,802.719,783.399
803.91,-999.25,-999.25,-999.25,802.8714,783.5514
804.0624,-999.25,-999.25,-999.25,803.0238,783.7038
804.2148,-999.25,-999.25,-999.25,803.1762,783.8562
804.3672,-999.25,-999.25,-999.25,803.3286,784.0086
804.5196,-999.25,-999.25,-999.25,803.481,784.161
804.672,-999.25,-999.25,-999.25,803.6334,784.3134
804.8244,-999.25,-999.25,-999.25,803.7858,784.4658
804.9768,-999.25,-999.25,-999.25,803.9382,784.6182
805.1292,-999.25,-999.25,-999.25,804.0906,784.7706
805.2816,-999.25,-999.25,-999.25,804.243,784.923
805.434,-999.25,-999.25,-999.25,804.3954,785.0754
805.5864,-999.25,-999.25,-999.25,804.5478,785.2278
805.7388,-999.25,-999.25,-999.25,804.7002,785.3802
805.8912,-999.25,-999.25,-999.25,804.8526,785.5326
806.0436,-999.25,-999.25,-999.25,805.005,785.685
806.196,-999.25,-999.25,-999.25,805.1574,785.8374
806.3484,-999.25,-999.25,-999.25,805.3098,785.9898
806.5008,-999.25,-999.25,-999.25,805.4622,786.1422
806.6532,-999.25,-999.25,-999.25,805.6146,786.2946
806.8056,-999.25,-999.25,-999.25,805.767,786.447
806.958,-999.25,-999.25,-999.25,805.9194,786.5994
807.1104,-999.25,-999.25,-999.25,806.0718,786.7518
807.2628,-999.25,-999.25,-999.25,806.2242,786.9042
807.4152,-999.25,-999.25,-999.25,806.3766,787.0566
807.5676,-999.25,-999.25,-999.25,806.529,787.209
807.72,-999.25,-999.25,-999.25,806.6814,787.3614
807.8724,-999.25,-999.25,-999.25,806.8338,787.5138
808.0248,-999.25,-999.25,-999.25,806.9862,787.6662
808.1772,-999.25,-999.25,-999.25,807.1386,787.8186
808.3296,-999.25,-999.25,-999.25,807.291,787.971
808.482,-999.25,-999.25,-999.25,807.4434,788.1234
808.6344,-999.25,-999.25,-999.25,807.5958,788.2758
808.7868,-999.25,-999.25,-999.25,807.7482,788.4282
808.9392,-999.25,-999.25,-999.25,807.9006,788.5806
809.0916,-999.25,-999.25,-999.25,808.053,788.733
809.244,-999.25,-999.25,-999.25,808.2054,788.8854
809.3964,-999.25,-999.25,-999.25,808.3578,789.0378
809.5488,-999.25,-999.25,-999.25,808.5102,789.1902
809.7012,-999.25,-999.25,-999.25,808.6626,789.3426
809.8536,-999.25,-999.25,-999.25,808.815,789.495
810.006,-999.25,-999.25,-999.25,808.9674,789.6474
810.1584,-999.25,-999.25,-999.25,809.1198,789.7998
810.3108,-999.25,-999.25,-999.25,809.2722,789.9522
810.4632,-999.25,-999.25,-999.25,809.4246,790.1046
810.6156,-999.25,-999.25,-999.25,809.577,790.257
810.768,-999.25,-999.25,-999.25,809.7294,790.4094
810.9204,-999.25,-999.25,-999.25,809.8818,790.5618
811.0728,-999.25,-999.25,-999.25,810.0342,790.7142
811.2252,-999.25,-999.25,-999.25,810.1866,790.8666
811.3776,-999.25,-999.25,-999.25,810.339,791.019
811.53,-999.25,-999.25,-999.25,810.4914,791.1714
811.6824,-999.25,-999.25,-999.25,810.6438,791.3238
811.8348,-999.25,-999.25,-999.25,810.7962,791.4762
811.9872,-999.25,-999.25,-999.25,810.9486,791.6286
812.1396,-999.25,-999.25,-999.25,811.101,791.781
812.292,-999.25,-999.25,-999.25,811.2534,791.9334
812.4444,-999.25,-999.25,-999.25,811.4058,792.0858
812.5968,-999.25,-999.25,-999.25,811.5582,792.2382
812.7492,-999.25,-999.25,-999.25,811.7106,792.3906
812.9016,-999.25,-999.25,-999.25,811.863,792.543
813.054,-999.25,-999.25,-999.25,812.0154,792.6954
813.2064,-999.25,-999.25,-999.25,812.1678,792.8478
813.3588,-999.25,-999.25,-999.25,812.3202,793.0002
813.5112,-999.25,-999.25,-999.25,812.4726,793.1526
813.6636,-999.25,-999.25,-999.25,812.625,793.305
813.816,-999.25,-999.25,-999.25,812.7774,793.4574
813.9684,-999.25,-999.25,-999.25,812.9298,793.6098
814.1208,-999.25,-999.25,-999.25,813.0822,793.7622
814.2732,-999.25,-999.25,-999.25,813.2346,793.9146
814.4256,-999.25,-999.25,-999.25,813.387,794.067
814.578,-999.25,-999.25,-999.25,813.5394,794.2194
814.7304,-999.25,-999.25,-999.25,813.6918,794.3718
814.8828,-999.25,-999.25,-999.25,813.8442,794.5242
815.0352,-999.25,-999.25,-999.25,813.9966,794.6766
815.1876,-999.25,-999.25,-999.25,814.149,794.829
815.34,-999.25,-999.25,-999.25,814.3014,794.9814
815.4924,-999.25,-999.25,-999.25,814.4538,795.1338
815.6448,-999.25,-999.25,-999.25,814.6062,795.2862
815.7972,-999.25,-999.25,-999.25,814.7586,795.4386
815.9496,-999.25,-999.25,-999.25,814.911,795.591
816.102,-999.25,-999.25,-999.25,815.0634,795.7434
816.2544,-999.25,-999.25,-999.25,815.2158,795.8958
816.4068,-999.25,-999.25,-999.25,815.3682,796.0482
816.5592,-999.25,-999.25,-999.25,815.5206,796.2006
816.7116,-999.25,-999.25,-999.25,815.673,796.353
816.864,-999.25,-999.25,-999.25,815.8254,796.5054
817.0164,-999.25,-999.25,-999.25,815.9778,796.6578
817.1688,-999.25,-999.25,-999.25,816.1302,796.8102
817.3212,-999.25,-999.25,-999.25,816.2826,796.9626
817.4736,-999.25,-999.25,-999.25,816.435,797.115
817.626,-999.25,-999.25,-999.25,816.5874,797.2674
817.7784,-999.25,-999.25,-999.25,816.7398,797.4198
817.9308,-999.25,-999.25,-999.25,816.8922,797.5722
818.0832,-999.25,-999.25,-999.25,817.0446,797.7246
818.2356,-999.25,-999.25,-999.25,817.197,797.877
818.388,-999.25,-999.25,-999.25,817.3494,798.0294
818.5404,-999.25,-999.25,-999.25,817.5018,798.1818
818.6928,-999.25,-999.25,-999.25,817.6542,798.3342
818.8452,-999.25,-999.25,-999.25,817.8066,798.4866
818.9976,-999.25,-999.25,-999.25,817.959,798.639
819.15,-999.25,-999.25,-999.25,818.1114,798.7914
819.3024,-999.25,-999.25,-999.25,818.2638,798.9438
819.4548,-999.25,-999.25,-999.25,818.4162,799.0962
819.6072,-999.25,-999.25,-999.25,818.5686,799.2486
819.7596,-999.25,-999.25,-999.25,818.721,799.401
819.912,-999.25,-999.25,-999.25,818.8734,799.5534
820.0644,-999.25,-999.25,-999.25,819.0258,799.7058
820.2168,-999.25,-999.25,-999.25,819.1782,799.8582
820.3692,-999.25,-999.25,-999.25,819.3306,800.0106
820.5216,-999.25,-999.25,-999.25,819.483,800.163
820.674,-999.25,-999.25,-999.25,819.6354,800.3154
820.8264,-999.25,-999.25,-999.25,819.7878,800.4678
820.9788,-999.25,-999.25,-999.25,819.9402,800.6202
821.1312,-999.25,-999.25,-999.25,820.0926,800.7726
821.2836,-999.25,-999.25,-999.25,820.245,800.925
